,budget,genres,original_language,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,release_year
6985,32000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,10.694443,2003-01-17,0.0,101.0,Released,The Cooler,6.7,90.0,2003
6990,18000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}]",en,11.863954,2003-11-24,62646763.0,94.0,Released,Honey,6.0,313.0,2003
6991,140000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}]",en,19.582325,2003-12-05,456758981.0,154.0,Released,The Last Samurai,7.3,1946.0,2003
6994,70000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",en,14.739983,2003-12-25,122919055.0,125.0,Released,Big Fish,7.6,2064.0,2003
6996,80000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,8.524847,2003-12-12,266728738.0,128.0,Released,Something's Gotta Give,6.3,422.0,2003
6997,55000000,"[{'id': 35, 'name': 'Comedy'}]",en,6.96675,2003-12-10,33828318.0,118.0,Released,Stuck on You,5.1,194.0,2003
7000,94000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",en,29.324358,2003-12-01,1118888979.0,201.0,Released,The Lord of the Rings: The Return of the King,8.1,8226.0,2003
7001,65000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,10.527191,2003-12-19,0.0,117.0,Released,Mona Lisa Smile,6.5,406.0,2003
7002,10000000,"[{'id': 35, 'name': 'Comedy'}]",en,5.109575,2003-09-02,96542059.0,108.0,Released,Calendar Girls,6.6,94.0,2003
7004,1000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",en,2.369273,2003-01-01,0.0,85.0,Released,The Hebrew Hammer,5.9,19.0,2003
7005,16500000,"[{'id': 18, 'name': 'Drama'}]",en,9.245145,2003-12-19,16942795.0,126.0,Released,House of Sand and Fog,7.0,202.0,2003
7007,8000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,7.189024,2003-11-16,60378584.0,110.0,Released,Monster,7.0,500.0,2003
7008,40000000,"[{'id': 35, 'name': 'Comedy'}]",en,7.364297,2003-12-24,190212113.0,98.0,Released,Cheaper by the Dozen,6.0,725.0,2003
7009,79000000,"[{'id': 18, 'name': 'Drama'}]",en,9.645543,2003-12-24,173013509.0,154.0,Released,Cold Mountain,6.7,545.0,2003
7010,60000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,12.571789,2003-12-25,96269812.0,119.0,Released,Paycheck,5.9,594.0,2003
7011,100000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",en,8.98628,2003-12-25,121975011.0,113.0,Released,Peter Pan,6.9,671.0,2003
7012,15000000,"[{'id': 18, 'name': 'Drama'}]",en,7.803563,2003-09-10,2281585.0,112.0,Released,The Company,5.7,21.0,2003
7016,23000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,5.950792,2004-01-09,12.0,111.0,Released,Chasing Liberty,6.1,154.0,2004
7020,42000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,15.725542,2004-01-16,171963386.0,90.0,Released,Along Came Polly,5.8,795.0,2004
7021,10000000,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",en,0.491334,2004-01-16,0.0,74.0,Released,Teacher's Pet,5.5,2.0,2004
7022,40000000,"[{'id': 28, 'name': 'Action'}]",en,5.574983,2004-01-16,46546197.0,84.0,Released,Torque,4.7,121.0,2004
7024,46000,"[{'id': 18, 'name': 'Drama'}]",ps,2.066368,2003-05-20,0.0,83.0,Released,Osama,6.3,33.0,2003
7025,6500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,5.702638,1974-03-27,26533200.0,144.0,Released,The Great Gatsby,6.2,144.0,1974
7036,10700000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",en,1.060709,1994-01-28,1238080.0,89.0,Released,"Car 54, Where Are You?",3.0,5.0,1994
7039,6000000,"[{'id': 28, 'name': 'Action'}]",en,7.96433,1993-08-27,3283371.0,99.0,Released,Only the Strong,6.8,30.0,1993
7040,49000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",en,3.834949,1990-07-11,20423389.0,104.0,Released,The Adventures of Ford Fairlane,6.2,72.0,1990
7045,15000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,3.799983,1987-09-18,13290368.0,81.0,Released,The Pick-up Artist,5.4,35.0,1987
7049,3000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",fr,3.826178,2003-04-04,0.0,95.0,Released,Beyond Re-Animator,5.6,56.0,2003
7063,455000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,6.27696,1941-01-25,0.0,100.0,Released,High Sierra,7.0,66.0,1941
7069,100000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,1.602866,1936-01-15,0.0,66.0,Released,Reefer Madness,4.1,31.0,1936
7072,1000000,"[{'id': 99, 'name': 'Documentary'}]",en,5.866383,1977-01-18,0.0,85.0,Released,Pumping Iron,7.0,136.0,1977
7073,12000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,4.165629,2002-06-28,0.0,97.0,Released,No Good Deed,5.2,56.0,2002
7075,30000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",en,11.781895,1992-07-10,14110589.0,102.0,Released,Cool World,4.9,135.0,1992
7076,11000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,4.08938,1993-09-10,1044824.0,100.0,Released,Money for Nothing,5.1,21.0,1993
7080,5000000,"[{'id': 18, 'name': 'Drama'}]",en,1.0085,1985-11-18,0.0,97.0,Released,Mesmerized,4.4,4.0,1985
7082,1400000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",ja,8.992796,2001-12-22,0.0,129.0,Released,Ichi the Killer,7.0,228.0,2001
7090,8394751,"[{'id': 18, 'name': 'Drama'}]",en,4.282118,1916-09-04,0.0,197.0,Released,Intolerance: Love's Struggle Throughout the Ages,7.4,63.0,1916
7094,10000000,"[{'id': 10402, 'name': 'Music'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,13.852147,1968-12-16,0.0,144.0,Released,Chitty Chitty Bang Bang,6.8,193.0,1968
7099,450000,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",en,0.445183,1962-07-04,0.0,90.0,Released,The Three Stooges in Orbit,6.0,3.0,1962
7101,13000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,12.994939,2004-01-22,96060858.0,113.0,Released,The Butterfly Effect,7.3,2119.0,2004
7102,17000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,5.924226,2004-01-23,16980098.0,95.0,Released,Win a Date with Tad Hamilton!,5.5,163.0,2004
7104,50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,6.496271,2004-01-30,6808550.0,88.0,Released,The Big Bounce,5.0,77.0,2004
7107,850000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,3.334942,2003-07-10,819939.0,107.0,Released,Latter Days,6.8,57.0,2003
7108,18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,8.353739,2004-01-20,65070412.0,106.0,Released,Barbershop 2:  Back in Business,5.7,77.0,2004
7109,18000000,"[{'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",en,5.226389,2004-02-06,16702864.0,92.0,Released,Catch That Kid,5.0,78.0,2004
7110,28000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",en,8.248999,2004-02-06,64445708.0,135.0,Released,Miracle,7.0,162.0,2004
7112,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,6.685981,2003-09-01,15121165.0,115.0,Released,The Dreamers,7.2,680.0,2003
7121,70000,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",en,1.411831,1975-10-11,11800000.0,110.0,Released,Let's Do It Again,7.7,10.0,1975
7122,3000000,"[{'id': 35, 'name': 'Comedy'}]",en,2.008129,1974-07-26,0.0,104.0,Released,Uptown Saturday Night,6.4,14.0,1974
7123,6000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,2.973539,1998-09-11,0.0,95.0,Released,Hell's Kitchen,5.4,12.0,1998
7127,500000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,2.697458,1972-08-25,0.0,93.0,Released,Blacula,5.7,41.0,1972
7131,14000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,9.879725,1992-12-25,0.0,101.0,Released,Trespass,6.2,46.0,1992
7132,2000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,14.379879,2003-08-20,4601043.0,100.0,Released,Thirteen,6.6,355.0,2003
7135,1100000,"[{'id': 18, 'name': 'Drama'}]",en,0.838095,1922-01-11,400200.0,117.0,Released,Foolish Wives,6.4,10.0,1922
7139,18000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",en,1.975174,1984-07-20,19265302.0,94.0,Released,Best Defense,3.6,25.0,1984
7140,75000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,11.134888,2004-02-13,196482882.0,99.0,Released,50 First Dates,6.6,2161.0,2004
7141,30000000,"[{'id': 35, 'name': 'Comedy'}]",en,3.832792,2004-02-24,14000000.0,110.0,Released,Welcome to Mooseport,4.8,54.0,2004
7147,1300000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",en,5.184013,1971-01-15,72266306.0,99.0,Released,Vanishing Point,7.1,110.0,1971
7149,1135654,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",en,3.878515,1924-03-18,1213880.0,149.0,Released,The Thief of Bagdad,7.4,37.0,1924
7150,3000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",en,5.733434,1959-03-18,0.0,180.0,Released,The Diary of Anne Frank,7.3,79.0,1959
7154,6500000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",en,13.006729,1985-08-30,0.0,126.0,Released,Flesh + Blood,6.3,87.0,1985
7155,12500000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",en,6.138795,1985-03-20,238227.0,100.0,Released,King Solomon's Mines,5.0,101.0,1985
7157,8500000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,9.292099,1986-06-06,16209459.0,106.0,Released,Raw Deal,5.5,159.0,1986
7160,22000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",en,2.65559,1990-05-25,0.0,85.0,Released,Fire Birds,4.5,35.0,1990
7162,39000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",en,1.381022,2004-02-20,6614280.0,106.0,Released,Against the Ropes,4.5,32.0,2004
7163,15000000,"[{'id': 35, 'name': 'Comedy'}]",en,7.423275,2004-02-17,29331068.0,89.0,Released,Confessions of a Teenage Drama Queen,5.1,228.0,2004
7164,25000000,"[{'id': 35, 'name': 'Comedy'}]",en,6.275468,2004-02-20,20796847.0,93.0,Released,EuroTrip,6.5,673.0,2004
7165,30000000,"[{'id': 18, 'name': 'Drama'}]",en,13.194168,2004-02-25,611899420.0,127.0,Released,The Passion of the Christ,6.9,888.0,2004
7166,8500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",en,6.57613,2004-02-27,5001655.0,104.0,Released,Club Dread,5.1,107.0,2004
7167,25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,4.475359,2004-02-27,27685016.0,86.0,Released,Dirty Dancing: Havana Nights,6.0,154.0,2004
7168,50000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,5.376246,2004-02-27,25195000.0,97.0,Released,Twisted,5.3,127.0,2004
7170,4800000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",de,10.605595,2003-02-09,79384880.0,121.0,Released,"Good bye, Lenin!",7.4,602.0,2003
7171,100000000,"[{'id': 37, 'name': 'Western'}, {'id': 12, 'name': 'Adventure'}]",en,8.140709,2004-03-05,108103450.0,136.0,Released,Hidalgo,6.5,321.0,2004
7172,60000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,10.776138,2004-03-05,170268750.0,101.0,Released,Starsky & Hutch,5.6,661.0,2004
7187,11500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,3.922068,1985-04-26,0.0,100.0,Released,Just One of the Guys,6.4,64.0,1985
7189,6000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",en,0.646642,1988-10-14,0.0,101.0,Released,The Kiss,5.6,15.0,1988
7192,26000000,"[{'id': 35, 'name': 'Comedy'}]",en,12.59201,2004-06-24,28818995.0,100.0,Released,Agent Cody Banks 2: Destination London,5.2,145.0,2004
7193,25000000,"[{'id': 35, 'name': 'Comedy'}]",en,13.083718,2004-04-09,30411183.0,108.0,Released,The Girl Next Door,6.3,844.0,2004
7194,40000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",en,9.524283,2004-03-12,92913171.0,96.0,Released,Secret Window,6.4,1007.0,2004
7195,19250000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,7.364519,2004-03-12,8112712.0,102.0,Released,Spartan,6.3,104.0,2004
7200,19000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,2.459293,1994-04-01,7411659.0,89.0,Released,Clifford,5.3,17.0,1994
7202,12,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",en,1.410322,1996-10-16,1.0,84.0,Released,The Wind in the Willows,4.9,16.0,1996
7207,28000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",en,13.157873,2004-03-19,102356381.0,101.0,Released,Dawn of the Dead,6.8,1039.0,2004
7208,20000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,12.906327,2004-03-19,72258126.0,108.0,Released,Eternal Sunshine of the Spotless Mind,7.9,3758.0,2004
7209,45000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,7.85646,2004-03-19,65470529.0,103.0,Released,Taking Lives,6.0,356.0,2004
7211,5000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",en,3.715985,2003-08-29,4856298.0,105.0,Released,Intermission,6.4,51.0,2003
7213,35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,5.706507,2004-03-25,36098382.0,102.0,Released,Jersey Girl,5.8,333.0,2004
7215,3000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,6.212433,2004-03-26,5923000.0,88.0,Released,Never Die Alone,5.7,34.0,2004
7218,10000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",da,9.808595,2003-05-19,16680836.0,178.0,Released,Dogville,7.6,619.0,2003
7220,66000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",en,13.206854,2004-04-02,99318987.0,122.0,Released,Hellboy,6.5,2278.0,2004
7221,110000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,8.555544,2004-04-02,103951461.0,76.0,Released,Home on the Range,5.7,405.0,2004
7223,56000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,10.577565,2004-04-02,57223890.0,86.0,Released,Walking Tall,6.0,387.0,2004
7225,12000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,3.223039,2004-04-07,31179516.0,97.0,Released,Johnson Family Vacation,4.8,31.0,2004
7226,145000000,"[{'id': 37, 'name': 'Western'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",en,12.240901,2004-04-07,25819961.0,137.0,Released,The Alamo,5.8,108.0,2004
7227,31000000,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",en,11.316988,2004-04-09,27388767.0,96.0,Released,Ella Enchanted,5.9,454.0,2004
7228,40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,7.15606,2004-04-07,26155781.0,98.0,Released,The Whole Ten Yards,5.5,282.0,2004
7230,6800000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,5.864457,2003-05-18,0.0,101.0,Released,Shade,6.1,74.0,2003
7233,13000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",en,11.14704,1956-10-05,122700000.0,220.0,Released,The Ten Commandments,7.5,358.0,1956
7234,650000,"[{'id': 27, 'name': 'Horror'}]",en,19.24201,1978-09-02,55000000.0,127.0,Released,Dawn of the Dead,7.4,597.0,1978
7235,3000000,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",it,1.763243,1972-03-03,0.0,135.0,Released,"Brother Sun, Sister Moon",6.3,17.0,1972
7241,5600000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",en,5.191425,1965-06-03,29950000.0,138.0,Released,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,6.4,40.0,1965
7243,150000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",sv,2.845693,1973-04-11,0.0,283.0,Released,Scenes from a Marriage,8.3,44.0,1973
7266,4500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",en,6.583161,1985-09-13,10609321.0,97.0,Released,After Hours,7.4,251.0,1985
7270,20000000,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,9.502332,2004-04-16,11341016.0,98.0,Released,Connie and Carla,6.4,24.0,2004
7271,30000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,21.533072,2004-04-16,152159461.0,136.0,Released,Kill Bill: Vol. 2,7.7,4061.0,2004
7272,33000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,18.250919,2004-04-15,54700105.0,124.0,Released,The Punisher,6.1,786.0,2004
7275,6400000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",en,5.235419,2003-09-26,2500000.0,93.0,Released,Young Adam,5.9,46.0,2003
7277,37000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",en,12.632595,2004-04-13,96455697.0,98.0,Released,13 Going on 30,6.3,1260.0,2004
7278,70000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,9.635691,2004-04-23,130293714.0,146.0,Released,Man on Fire,7.3,1583.0,2004
7281,40000000,"[{'id': 35, 'name': 'Comedy'}]",en,13.094205,2004-04-30,0.0,99.0,Released,Envy,4.8,144.0,2004
7282,25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,11.271148,2004-04-30,30114487.0,102.0,Released,Godsend,4.7,114.0,2004
7283,28000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",en,5.739139,2004-04-04,30016165.0,90.0,Released,Laws of Attraction,5.6,104.0,2004
7284,17000000,"[{'id': 35, 'name': 'Comedy'}]",en,11.454835,2004-04-30,129042871.0,97.0,Released,Mean Girls,6.9,2401.0,2004
7285,6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",en,0.33262,2004-05-02,293793.0,90.0,Released,Mickey,6.5,1.0,2004
7287,160000000,"[{'id': 27, 'name': 'Horror'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",en,12.643312,2004-05-05,300257475.0,132.0,Released,Van Helsing,6.0,1674.0,2004
7288,800000,"[{'id': 18, 'name': 'Drama'}]",en,7.137026,2003-01-17,62852.0,94.0,Released,The Mudge Boy,7.3,24.0,2003
7291,175000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",en,15.387275,2004-05-13,497409852.0,163.0,Released,Troy,6.9,2841.0,2004
7292,3684600,"[{'id': 18, 'name': 'Drama'}]",pt,4.345806,2003-03-21,0.0,148.0,Released,Carandiru,7.1,81.0,2003
7297,2000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",fi,0.366841,2003-01-31,0.0,128.0,Released,Raid,5.9,10.0,2003
7298,55000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,13.374415,2002-01-04,6416302.0,96.0,Released,D-Tox,5.4,126.0,2002
7302,40000000,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",en,9.802889,1985-12-12,12303411.0,108.0,Released,Enemy Mine,6.7,253.0,1985
7303,850000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,10.687757,1973-08-17,90000000.0,99.0,Released,Enter the Dragon,7.3,489.0,1973
7328,75000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,0.542401,2002-09-22,0.0,75.0,Released,Chance,6.8,3.0,2002
7329,9500000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",en,10.359669,1967-06-12,111584787.0,117.0,Released,You Only Live Twice,6.5,541.0,1967
7330,27500000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,10.619302,1983-06-05,187500000.0,131.0,Released,Octopussy,6.2,534.0,1983
7333,36000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,10.231985,1983-10-07,160000000.0,134.0,Released,Never Say Never Again,5.8,348.0,1983
7335,650000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",sv,0.658086,1975-01-01,0.0,134.0,Released,The Magic Flute,7.1,15.0,1975
7342,3000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,2.83303,1942-01-19,0.0,114.0,Released,Woman of the Year,6.9,31.0,1942
